VSRR_Provisional_Drug_Overdose_Death_Counts
State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
NE,NE,2017,March,Number of Drug Overdose Deaths,110,111,100,0.0235946440158084,Numbers may differ from published reports using final data. See Technical Notes.
NE,NE,2017,April,Number of Drug Overdose Deaths,108,109,100,0.023716352424997,Numbers may differ from published reports using final data. See Technical Notes.
NE,NE,2017,May,Number of Drug Overdose Deaths,113,114,100,0.0236630383341221,Numbers may differ from published reports using final data. See Technical Notes.
NE,NE,2017,June,Number of Drug Overdose Deaths,120,121,100,0.0175973721257626,Numbers may differ from published reports using final data. See Technical Notes.
NE,NE,2017,July,Number of Drug Overdose Deaths,121,122,100,0.0175141572771323,Numbers may differ from published reports using final data. See Technical Notes.
NE,NE,2017,August,Number of Drug Overdose Deaths,124,125,100,0.0176470588235294,Numbers may differ from published reports using final data. See Technical Notes.
NE,NE,2017,September,Number of Drug Overdose Deaths,131,132,100,0.0117426021606388,Numbers may differ from published reports using final data. See Technical Notes.
NE,NE,2017,October,Number of Drug Overdose Deaths,144,145,100,0.0175500175500175,Numbers may differ from published reports using final data. See Technical Notes.
NE,NE,2017,November,Number of Drug Overdose Deaths,154,155,100,0.0175448856658284,Numbers may differ from published reports using final data. See Technical Notes.
NE,NE,2017,December,Number of Drug Overdose Deaths,157,158,100,0.0175602903301335,Numbers may differ from published reports using final data. See Technical Notes.
NE,NE,2018,January,Number of Drug Overdose Deaths,152,152,100,0.0176201104193586,Underreported due to incomplete data.
NE,NE,2018,February,Number of Drug Overdose Deaths,150,151,100,0.0177231641755775,Underreported due to incomplete data.
NE,NE,2018,March,Number of Drug Overdose Deaths,163,164,100,0.0176201104193586,Underreported due to incomplete data.
NE,NE,2018,April,Number of Drug Overdose Deaths,166,167,100,0.0175418079756754,Underreported due to incomplete data.
NE,NE,2018,May,Number of Drug Overdose Deaths,165,166,100,0.0175633745096891,Underreported due to incomplete data.
NE,NE,2018,June,Number of Drug Overdose Deaths,165,167,100,0.01754591180255,Underreported due to incomplete data.
NE,NE,2018,July,Number of Drug Overdose Deaths,166,168,100,0.0175613182696248,Underreported due to incomplete data.
NE,NE,2018,August,Number of Drug Overdose Deaths,158,160,100,0.0232937339855579,Underreported due to incomplete data.
NH,NH,2015,January,Cocaine (T40.5),34,36,100,0.0440839358137895,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,February,Cocaine (T40.5),37,40,100,0.104411380840512,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,March,Cocaine (T40.5),40,43,100,0.103941100043309,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,April,Cocaine (T40.5),48,51,100,0.102730930571013,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,May,Cocaine (T40.5),48,51,100,0.102651839178785,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,June,Cocaine (T40.5),49,52,100,0.103057368601855,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,July,Cocaine (T40.5),50,54,100,0.102084219481072,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,August,Cocaine (T40.5),47,50,100,0.110600646588395,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,September,Cocaine (T40.5),51,55,100,0.118895966029724,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,October,Cocaine (T40.5),50,54,100,0.12709710218607,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,November,Cocaine (T40.5),48,51,100,0.127811860940695,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,December,Cocaine (T40.5),44,47,100,0.136472193790515,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,January,Cocaine (T40.5),48,51,100,0.0946888181113885,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,February,Cocaine (T40.5),45,48,100,0.0346320346320346,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,March,Cocaine (T40.5),44,47,100,0.0345811359903173,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,April,Cocaine (T40.5),40,43,100,0.0346170488965816,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,May,Cocaine (T40.5),43,46,100,0.0347101700798334,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,June,Cocaine (T40.5),41,44,100,0.0433613736883184,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,July,Cocaine (T40.5),44,47,100,0.0518941359626362,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,August,Cocaine (T40.5),46,49,100,0.0517375183237044,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,September,Cocaine (T40.5),45,48,100,0.0515818431911967,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,October,Cocaine (T40.5),51,54,100,0.0597575550623186,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,November,Cocaine (T40.5),51,54,100,0.0596353722951099,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,December,Cocaine (T40.5),53,57,100,0.0671760853136284,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,January,Cocaine (T40.5),52,56,100,0.0669008195350393,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,February,Cocaine (T40.5),52,56,100,0.0667556742323097,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,March,Cocaine (T40.5),52,56,100,0.0663955514980496,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,April,Cocaine (T40.5),53,57,100,0.0662910175671197,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,May,Cocaine (T40.5),50,53,100,0.0661157024793388,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,June,Cocaine (T40.5),51,54,100,0.0575705238917674,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,July,Cocaine (T40.5),47,50,100,0.0492610837438424,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,August,Cocaine (T40.5),47,50,100,0.0406669377795852,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,September,Cocaine (T40.5),48,51,100,0.0325229693471014,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,October,Cocaine (T40.5),45,48,100,0.0244359371181885,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,November,Cocaine (T40.5),45,48,100,0.0324859904166328,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,December,Cocaine (T40.5),44,47,100,0.0162760416666667,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2018,January,Cocaine (T40.5),41,44,100,0.0161877782274383,Underreported due to incomplete data.
NH,NH,2018,February,Cocaine (T40.5),39,42,100,0.0322762849995965,Underreported due to incomplete data.
NH,NH,2018,March,Cocaine (T40.5),36,39,100,0.129933409127822,Underreported due to incomplete data.
NH,NH,2018,April,Cocaine (T40.5),32,35,100,0.194300518134715,Underreported due to incomplete data.
NH,NH,2018,May,Cocaine (T40.5),34,37,100,0.201401756223314,Underreported due to incomplete data.
NH,NH,2018,June,Cocaine (T40.5),31,33,100,0.209762000806777,Underreported due to incomplete data.
NH,NH,2018,July,Cocaine (T40.5),41,44,100,0.209694330187918,Underreported due to incomplete data.
NH,NH,2018,August,Cocaine (T40.5),44,47,100,0.242934650578994,Underreported due to incomplete data.
NH,NH,2015,January,Heroin (T40.1),97,98,100,0.0440839358137895,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,February,Heroin (T40.1),99,101,100,0.104411380840512,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,March,Heroin (T40.1),100,102,100,0.103941100043309,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,April,Heroin (T40.1),106,108,100,0.102730930571013,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,May,Heroin (T40.1),100,102,100,0.102651839178785,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,June,Heroin (T40.1),99,101,100,0.103057368601855,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,July,Heroin (T40.1),92,94,100,0.102084219481072,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,August,Heroin (T40.1),86,88,100,0.110600646588395,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,September,Heroin (T40.1),87,89,100,0.118895966029724,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,October,Heroin (T40.1),87,89,100,0.12709710218607,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,November,Heroin (T40.1),86,88,100,0.127811860940695,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,December,Heroin (T40.1),79,81,100,0.136472193790515,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,January,Heroin (T40.1),78,80,100,0.0946888181113885,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,February,Heroin (T40.1),73,74,100,0.0346320346320346,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,March,Heroin (T40.1),67,68,100,0.0345811359903173,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,April,Heroin (T40.1),58,59,100,0.0346170488965816,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,May,Heroin (T40.1),55,56,100,0.0347101700798334,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,June,Heroin (T40.1),51,52,100,0.0433613736883184,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,July,Heroin (T40.1),48,49,100,0.0518941359626362,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,August,Heroin (T40.1),48,49,100,0.0517375183237044,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,September,Heroin (T40.1),39,40,100,0.0515818431911967,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,October,Heroin (T40.1),29,30,100,0.0597575550623186,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,November,Heroin (T40.1),26,27,100,0.0596353722951099,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,December,Heroin (T40.1),26,27,100,0.0671760853136284,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,January,Heroin (T40.1),24,25,100,0.0669008195350393,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,February,Heroin (T40.1),24,25,100,0.0667556742323097,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,March,Heroin (T40.1),26,27,100,0.0663955514980496,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,April,Heroin (T40.1),27,28,100,0.0662910175671197,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,May,Heroin (T40.1),27,28,100,0.0661157024793388,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,June,Heroin (T40.1),28,29,100,0.0575705238917674,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,July,Heroin (T40.1),29,30,100,0.0492610837438424,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,August,Heroin (T40.1),28,29,100,0.0406669377795852,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,September,Heroin (T40.1),27,28,100,0.0325229693471014,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,October,Heroin (T40.1),28,29,100,0.0244359371181885,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,November,Heroin (T40.1),27,28,100,0.0324859904166328,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,December,Heroin (T40.1),24,25,100,0.0162760416666667,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2018,January,Heroin (T40.1),23,23,100,0.0161877782274383,Underreported due to incomplete data.
NH,NH,2018,February,Heroin (T40.1),20,21,100,0.0322762849995965,Underreported due to incomplete data.
NH,NH,2018,March,Heroin (T40.1),17,18,100,0.129933409127822,Underreported due to incomplete data.
NH,NH,2018,April,Heroin (T40.1),14,15,100,0.194300518134715,Underreported due to incomplete data.
NH,NH,2018,May,Heroin (T40.1),14,15,100,0.201401756223314,Underreported due to incomplete data.
NH,NH,2018,June,Heroin (T40.1),12,13,100,0.209762000806777,Underreported due to incomplete data.
NH,NH,2018,July,Heroin (T40.1),9,10,100,0.209694330187918,Underreported due to incomplete data.
NH,NH,2018,August,Heroin (T40.1),7,8,100,0.242934650578994,Underreported due to incomplete data.
NH,NH,2015,January,Methadone (T40.3),39,40,100,0.0440839358137895,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,February,Methadone (T40.3),32,33,100,0.104411380840512,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,March,Methadone (T40.3),32,33,100,0.103941100043309,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,April,Methadone (T40.3),30,31,100,0.102730930571013,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,May,Methadone (T40.3),27,28,100,0.102651839178785,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,June,Methadone (T40.3),25,26,100,0.103057368601855,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,July,Methadone (T40.3),23,24,100,0.102084219481072,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,August,Methadone (T40.3),21,22,100,0.110600646588395,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,September,Methadone (T40.3),21,22,100,0.118895966029724,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,October,Methadone (T40.3),21,22,100,0.12709710218607,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,November,Methadone (T40.3),23,24,100,0.127811860940695,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,December,Methadone (T40.3),23,24,100,0.136472193790515,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,January,Methadone (T40.3),21,22,100,0.0946888181113885,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,February,Methadone (T40.3),25,26,100,0.0346320346320346,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,March,Methadone (T40.3),26,27,100,0.0345811359903173,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,April,Methadone (T40.3),27,28,100,0.0346170488965816,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,May,Methadone (T40.3),31,32,100,0.0347101700798334,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,June,Methadone (T40.3),29,30,100,0.0433613736883184,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,July,Methadone (T40.3),29,30,100,0.0518941359626362,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,August,Methadone (T40.3),32,33,100,0.0517375183237044,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,September,Methadone (T40.3),30,31,100,0.0515818431911967,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,October,Methadone (T40.3),29,30,100,0.0597575550623186,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,November,Methadone (T40.3),29,30,100,0.0596353722951099,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,December,Methadone (T40.3),28,29,100,0.0671760853136284,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,January,Methadone (T40.3),22,23,100,0.0669008195350393,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,February,Methadone (T40.3),19,20,100,0.0667556742323097,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,March,Methadone (T40.3),17,18,100,0.0663955514980496,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,April,Methadone (T40.3),18,19,100,0.0662910175671197,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,May,Methadone (T40.3),17,18,100,0.0661157024793388,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,June,Methadone (T40.3),18,19,100,0.0575705238917674,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,July,Methadone (T40.3),18,19,100,0.0492610837438424,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,August,Methadone (T40.3),16,17,100,0.0406669377795852,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,September,Methadone (T40.3),15,16,100,0.0325229693471014,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,October,Methadone (T40.3),15,16,100,0.0244359371181885,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,November,Methadone (T40.3),12,13,100,0.0324859904166328,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,December,Methadone (T40.3),12,13,100,0.0162760416666667,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2018,January,Methadone (T40.3),13,14,100,0.0161877782274383,Underreported due to incomplete data.
NH,NH,2018,February,Methadone (T40.3),13,14,100,0.0322762849995965,Underreported due to incomplete data.
NH,NH,2018,March,Methadone (T40.3),12,13,100,0.129933409127822,Underreported due to incomplete data.
NH,NH,2018,April,Methadone (T40.3),10,11,100,0.194300518134715,Underreported due to incomplete data.
NH,NH,2018,May,Methadone (T40.3),10,11,100,0.201401756223314,Underreported due to incomplete data.
NH,NH,2018,June,Methadone (T40.3),10,11,100,0.209762000806777,Underreported due to incomplete data.
NH,NH,2018,July,Methadone (T40.3),10,11,100,0.209694330187918,Underreported due to incomplete data.
NH,NH,2018,August,Methadone (T40.3),9,10,100,0.242934650578994,Underreported due to incomplete data.
NH,NH,2015,January,Natural & semi-synthetic opioids (T40.2),84,85,100,0.0440839358137895,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,February,Natural & semi-synthetic opioids (T40.2),85,87,100,0.104411380840512,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,March,Natural & semi-synthetic opioids (T40.2),77,79,100,0.103941100043309,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,April,Natural & semi-synthetic opioids (T40.2),78,80,100,0.102730930571013,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,May,Natural & semi-synthetic opioids (T40.2),76,78,100,0.102651839178785,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,June,Natural & semi-synthetic opioids (T40.2),76,78,100,0.103057368601855,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,July,Natural & semi-synthetic opioids (T40.2),69,71,100,0.102084219481072,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,August,Natural & semi-synthetic opioids (T40.2),67,69,100,0.110600646588395,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,September,Natural & semi-synthetic opioids (T40.2),69,71,100,0.118895966029724,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,October,Natural & semi-synthetic opioids (T40.2),69,71,100,0.12709710218607,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,November,Natural & semi-synthetic opioids (T40.2),70,72,100,0.127811860940695,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,December,Natural & semi-synthetic opioids (T40.2),63,65,100,0.136472193790515,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,January,Natural & semi-synthetic opioids (T40.2),61,63,100,0.0946888181113885,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,February,Natural & semi-synthetic opioids (T40.2),68,69,100,0.0346320346320346,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,March,Natural & semi-synthetic opioids (T40.2),70,71,100,0.0345811359903173,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,April,Natural & semi-synthetic opioids (T40.2),71,72,100,0.0346170488965816,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,May,Natural & semi-synthetic opioids (T40.2),75,76,100,0.0347101700798334,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,June,Natural & semi-synthetic opioids (T40.2),70,71,100,0.0433613736883184,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,July,Natural & semi-synthetic opioids (T40.2),75,76,100,0.0518941359626362,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,August,Natural & semi-synthetic opioids (T40.2),74,75,100,0.0517375183237044,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,September,Natural & semi-synthetic opioids (T40.2),74,75,100,0.0515818431911967,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,October,Natural & semi-synthetic opioids (T40.2),69,70,100,0.0597575550623186,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,November,Natural & semi-synthetic opioids (T40.2),68,69,100,0.0596353722951099,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,December,Natural & semi-synthetic opioids (T40.2),68,69,100,0.0671760853136284,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,January,Natural & semi-synthetic opioids (T40.2),62,63,100,0.0669008195350393,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,February,Natural & semi-synthetic opioids (T40.2),52,53,100,0.0667556742323097,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,March,Natural & semi-synthetic opioids (T40.2),50,51,100,0.0663955514980496,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,April,Natural & semi-synthetic opioids (T40.2),53,54,100,0.0662910175671197,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,May,Natural & semi-synthetic opioids (T40.2),50,51,100,0.0661157024793388,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,June,Natural & semi-synthetic opioids (T40.2),55,56,100,0.0575705238917674,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,July,Natural & semi-synthetic opioids (T40.2),55,56,100,0.0492610837438424,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,August,Natural & semi-synthetic opioids (T40.2),53,54,100,0.0406669377795852,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,September,Natural & semi-synthetic opioids (T40.2),52,53,100,0.0325229693471014,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,October,Natural & semi-synthetic opioids (T40.2),54,55,100,0.0244359371181885,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,November,Natural & semi-synthetic opioids (T40.2),51,52,100,0.0324859904166328,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,December,Natural & semi-synthetic opioids (T40.2),51,52,100,0.0162760416666667,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2018,January,Natural & semi-synthetic opioids (T40.2),50,50,100,0.0161877782274383,Underreported due to incomplete data.
NH,NH,2018,February,Natural & semi-synthetic opioids (T40.2),51,52,100,0.0322762849995965,Underreported due to incomplete data.
NH,NH,2018,March,Natural & semi-synthetic opioids (T40.2),52,54,100,0.129933409127822,Underreported due to incomplete data.
NH,NH,2018,April,Natural & semi-synthetic opioids (T40.2),46,48,100,0.194300518134715,Underreported due to incomplete data.
NH,NH,2018,May,Natural & semi-synthetic opioids (T40.2),42,44,100,0.201401756223314,Underreported due to incomplete data.
NH,NH,2018,June,Natural & semi-synthetic opioids (T40.2),38,40,100,0.209762000806777,Underreported due to incomplete data.
NH,NH,2018,July,Natural & semi-synthetic opioids (T40.2),34,36,100,0.209694330187918,Underreported due to incomplete data.
NH,NH,2018,August,Natural & semi-synthetic opioids (T40.2),34,36,100,0.242934650578994,Underreported due to incomplete data.
NH,NH,2015,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",112,114,100,0.0440839358137895,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",108,111,100,0.104411380840512,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",101,103,100,0.103941100043309,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,102,100,0.102730930571013,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",95,97,100,0.102651839178785,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",95,97,100,0.103057368601855,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",88,90,100,0.102084219481072,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",84,86,100,0.110600646588395,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",86,88,100,0.118895966029724,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",86,88,100,0.12709710218607,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",86,88,100,0.127811860940695,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",79,81,100,0.136472193790515,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",76,78,100,0.0946888181113885,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",86,87,100,0.0346320346320346,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",89,90,100,0.0345811359903173,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",91,92,100,0.0346170488965816,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",97,98,100,0.0347101700798334,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",90,91,100,0.0433613736883184,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",94,96,100,0.0518941359626362,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",95,97,100,0.0517375183237044,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",93,95,100,0.0515818431911967,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",87,89,100,0.0597575550623186,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",88,90,100,0.0596353722951099,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",87,89,100,0.0671760853136284,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",77,79,100,0.0669008195350393,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",65,66,100,0.0667556742323097,Numbers may differ from published reports using final data. See Technical Notes.
