Group Name,Group PAC ID,Measure Performance Rate,Measure Title,State,Year
AGNESIAN HEALTHCARE INC,1658289624,78.0,Patients' rating of clinicians.,,2015
AGNESIAN HEALTHCARE INC,1658289624,57.0,Health promotion and education.,,2015
AGNESIAN HEALTHCARE INC,1658289624,81.0,Courteous and helpful office staff.,,2015
AGNESIAN HEALTHCARE INC,1658289624,78.0,Clinicians working together for your care.,,2015
"BAYHEALTH MEDICAL CENTER, INC.",1658364740,60.0,"Getting timely care, appointments, and information.",,2015
"BAYHEALTH MEDICAL CENTER, INC.",1658364740,44.0,Between visit communication.,,2015
"BAYHEALTH MEDICAL CENTER, INC.",1658364740,26.0,Attention to patient medication cost.,,2015
"BAYHEALTH MEDICAL CENTER, INC.",1658364740,84.0,How well clinicians communicate.,,2015
"BAYHEALTH MEDICAL CENTER, INC.",1658364740,83.0,Patients' rating of clinicians.,,2015
"BAYHEALTH MEDICAL CENTER, INC.",1658364740,57.0,Health promotion and education.,,2015
"BAYHEALTH MEDICAL CENTER, INC.",1658364740,77.0,Courteous and helpful office staff.,,2015
"BAYHEALTH MEDICAL CENTER, INC.",1658364740,69.0,Clinicians working together for your care.,,2015
AMERICAN MULTISPECIALTY GROUP INC.,1658365572,65.0,"Getting timely care, appointments, and information.",,2015
AMERICAN MULTISPECIALTY GROUP INC.,1658365572,48.0,Between visit communication.,,2015
AMERICAN MULTISPECIALTY GROUP INC.,1658365572,28.0,Attention to patient medication cost.,,2015
AMERICAN MULTISPECIALTY GROUP INC.,1658365572,87.0,How well clinicians communicate.,,2015
AMERICAN MULTISPECIALTY GROUP INC.,1658365572,88.0,Patients' rating of clinicians.,,2015
AMERICAN MULTISPECIALTY GROUP INC.,1658365572,65.0,Health promotion and education.,,2015
AMERICAN MULTISPECIALTY GROUP INC.,1658365572,85.0,Courteous and helpful office staff.,,2015
AMERICAN MULTISPECIALTY GROUP INC.,1658365572,82.0,Clinicians working together for your care.,,2015
LAKELAND MEDICAL PRACTICES,1658427042,60.0,"Getting timely care, appointments, and information.",,2015
LAKELAND MEDICAL PRACTICES,1658427042,61.0,Between visit communication.,,2015
LAKELAND MEDICAL PRACTICES,1658427042,34.0,Attention to patient medication cost.,,2015
LAKELAND MEDICAL PRACTICES,1658427042,85.0,How well clinicians communicate.,,2015
LAKELAND MEDICAL PRACTICES,1658427042,84.0,Patients' rating of clinicians.,,2015
LAKELAND MEDICAL PRACTICES,1658427042,61.0,Health promotion and education.,,2015
LAKELAND MEDICAL PRACTICES,1658427042,85.0,Courteous and helpful office staff.,,2015
LAKELAND MEDICAL PRACTICES,1658427042,75.0,Clinicians working together for your care.,,2015
ALBANY MEDICAL COLLEGE,1759293111,62.0,"Getting timely care, appointments, and information.",,2015
ALBANY MEDICAL COLLEGE,1759293111,55.0,Between visit communication.,,2015
ALBANY MEDICAL COLLEGE,1759293111,19.0,Attention to patient medication cost.,,2015
ALBANY MEDICAL COLLEGE,1759293111,84.0,How well clinicians communicate.,,2015
ALBANY MEDICAL COLLEGE,1759293111,84.0,Patients' rating of clinicians.,,2015
ALBANY MEDICAL COLLEGE,1759293111,68.0,Health promotion and education.,,2015
ALBANY MEDICAL COLLEGE,1759293111,82.0,Courteous and helpful office staff.,,2015
ALBANY MEDICAL COLLEGE,1759293111,77.0,Clinicians working together for your care.,,2015
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,1759293178,60.0,"Getting timely care, appointments, and information.",,2015
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,1759293178,,Between visit communication.,,2015
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,1759293178,,Attention to patient medication cost.,,2015
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,1759293178,,How well clinicians communicate.,,2015
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,1759293178,,Patients' rating of clinicians.,,2015
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,1759293178,,Health promotion and education.,,2015
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,1759293178,86.0,Courteous and helpful office staff.,,2015
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,1759293178,76.0,Clinicians working together for your care.,,2015
HEALTHPARTNERS MEDICAL GROUP,1759293954,62.0,"Getting timely care, appointments, and information.",,2015
HEALTHPARTNERS MEDICAL GROUP,1759293954,69.0,Between visit communication.,,2015
HEALTHPARTNERS MEDICAL GROUP,1759293954,21.0,Attention to patient medication cost.,,2015
HEALTHPARTNERS MEDICAL GROUP,1759293954,84.0,How well clinicians communicate.,,2015
HEALTHPARTNERS MEDICAL GROUP,1759293954,82.0,Patients' rating of clinicians.,,2015
HEALTHPARTNERS MEDICAL GROUP,1759293954,59.0,Health promotion and education.,,2015
HEALTHPARTNERS MEDICAL GROUP,1759293954,84.0,Courteous and helpful office staff.,,2015
HEALTHPARTNERS MEDICAL GROUP,1759293954,77.0,Clinicians working together for your care.,,2015
"THEDACARE, INCORPORATED",1759294887,54.0,"Getting timely care, appointments, and information.",,2015
"THEDACARE, INCORPORATED",1759294887,68.0,Between visit communication.,,2015
"THEDACARE, INCORPORATED",1759294887,21.0,Attention to patient medication cost.,,2015
"THEDACARE, INCORPORATED",1759294887,80.0,How well clinicians communicate.,,2015
"THEDACARE, INCORPORATED",1759294887,74.0,Patients' rating of clinicians.,,2015
"THEDACARE, INCORPORATED",1759294887,66.0,Health promotion and education.,,2015
"THEDACARE, INCORPORATED",1759294887,79.0,Courteous and helpful office staff.,,2015
"THEDACARE, INCORPORATED",1759294887,80.0,Clinicians working together for your care.,,2015
COMMUNITY PHYSICIANS OF INDIANA INC,1759416662,62.0,"Getting timely care, appointments, and information.",,2015
COMMUNITY PHYSICIANS OF INDIANA INC,1759416662,66.0,Between visit communication.,,2015
COMMUNITY PHYSICIANS OF INDIANA INC,1759416662,35.0,Attention to patient medication cost.,,2015
COMMUNITY PHYSICIANS OF INDIANA INC,1759416662,83.0,How well clinicians communicate.,,2015
COMMUNITY PHYSICIANS OF INDIANA INC,1759416662,80.0,Patients' rating of clinicians.,,2015
COMMUNITY PHYSICIANS OF INDIANA INC,1759416662,62.0,Health promotion and education.,,2015
COMMUNITY PHYSICIANS OF INDIANA INC,1759416662,86.0,Courteous and helpful office staff.,,2015
COMMUNITY PHYSICIANS OF INDIANA INC,1759416662,76.0,Clinicians working together for your care.,,2015
"INTERMOUNTAIN HEALTHCARE SERVICES, INC",1850209420,54.0,"Getting timely care, appointments, and information.",,2015
"INTERMOUNTAIN HEALTHCARE SERVICES, INC",1850209420,59.0,Between visit communication.,,2015
"INTERMOUNTAIN HEALTHCARE SERVICES, INC",1850209420,31.0,Attention to patient medication cost.,,2015
"INTERMOUNTAIN HEALTHCARE SERVICES, INC",1850209420,83.0,How well clinicians communicate.,,2015
"INTERMOUNTAIN HEALTHCARE SERVICES, INC",1850209420,83.0,Patients' rating of clinicians.,,2015
"INTERMOUNTAIN HEALTHCARE SERVICES, INC",1850209420,57.0,Health promotion and education.,,2015
"INTERMOUNTAIN HEALTHCARE SERVICES, INC",1850209420,79.0,Courteous and helpful office staff.,,2015
"INTERMOUNTAIN HEALTHCARE SERVICES, INC",1850209420,75.0,Clinicians working together for your care.,,2015
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,68.0,"Getting timely care, appointments, and information.",,2015
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,55.0,Between visit communication.,,2015
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,31.0,Attention to patient medication cost.,,2015
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,87.0,How well clinicians communicate.,,2015
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,84.0,Patients' rating of clinicians.,,2015
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,57.0,Health promotion and education.,,2015
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,85.0,Courteous and helpful office staff.,,2015
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,78.0,Clinicians working together for your care.,,2015
"ST MICHAEL'S HOSPITAL OF STEVENS POINT, INC",1850358938,67.0,"Getting timely care, appointments, and information.",,2015
"ST MICHAEL'S HOSPITAL OF STEVENS POINT, INC",1850358938,,Between visit communication.,,2015
"ST MICHAEL'S HOSPITAL OF STEVENS POINT, INC",1850358938,29.0,Attention to patient medication cost.,,2015
"ST MICHAEL'S HOSPITAL OF STEVENS POINT, INC",1850358938,,How well clinicians communicate.,,2015
"ST MICHAEL'S HOSPITAL OF STEVENS POINT, INC",1850358938,74.0,Patients' rating of clinicians.,,2015
"ST MICHAEL'S HOSPITAL OF STEVENS POINT, INC",1850358938,68.0,Health promotion and education.,,2015
"ST MICHAEL'S HOSPITAL OF STEVENS POINT, INC",1850358938,81.0,Courteous and helpful office staff.,,2015
"ST MICHAEL'S HOSPITAL OF STEVENS POINT, INC",1850358938,76.0,Clinicians working together for your care.,,2015
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,63.0,"Getting timely care, appointments, and information.",,2015
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,51.0,Between visit communication.,,2015
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,27.0,Attention to patient medication cost.,,2015
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,81.0,How well clinicians communicate.,,2015
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,78.0,Patients' rating of clinicians.,,2015
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,54.0,Health promotion and education.,,2015
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,80.0,Courteous and helpful office staff.,,2015
"JEFFERSON CITY MEDICAL GROUP, PC",1850371089,77.0,Clinicians working together for your care.,,2015
MEDSTAR UNION MEMORIAL PHYSICIANS LLC,1850510728,60.0,"Getting timely care, appointments, and information.",,2015
MEDSTAR UNION MEMORIAL PHYSICIANS LLC,1850510728,55.0,Between visit communication.,,2015
MEDSTAR UNION MEMORIAL PHYSICIANS LLC,1850510728,31.0,Attention to patient medication cost.,,2015
MEDSTAR UNION MEMORIAL PHYSICIANS LLC,1850510728,82.0,How well clinicians communicate.,,2015
MEDSTAR UNION MEMORIAL PHYSICIANS LLC,1850510728,77.0,Patients' rating of clinicians.,,2015
MEDSTAR UNION MEMORIAL PHYSICIANS LLC,1850510728,64.0,Health promotion and education.,,2015
MEDSTAR UNION MEMORIAL PHYSICIANS LLC,1850510728,77.0,Courteous and helpful office staff.,,2015
MEDSTAR UNION MEMORIAL PHYSICIANS LLC,1850510728,75.0,Clinicians working together for your care.,,2015
MARION AREA PHYSICIANS LLC,1850549437,50.0,"Getting timely care, appointments, and information.",,2015
MARION AREA PHYSICIANS LLC,1850549437,52.0,Between visit communication.,,2015
MARION AREA PHYSICIANS LLC,1850549437,27.0,Attention to patient medication cost.,,2015
MARION AREA PHYSICIANS LLC,1850549437,75.0,How well clinicians communicate.,,2015
MARION AREA PHYSICIANS LLC,1850549437,76.0,Patients' rating of clinicians.,,2015
MARION AREA PHYSICIANS LLC,1850549437,52.0,Health promotion and education.,,2015
MARION AREA PHYSICIANS LLC,1850549437,79.0,Courteous and helpful office staff.,,2015
MARION AREA PHYSICIANS LLC,1850549437,72.0,Clinicians working together for your care.,,2015
FAIRVIEW HEALTH SERVICES,1951213057,56.0,"Getting timely care, appointments, and information.",,2015
FAIRVIEW HEALTH SERVICES,1951213057,67.0,Between visit communication.,,2015
FAIRVIEW HEALTH SERVICES,1951213057,20.0,Attention to patient medication cost.,,2015
FAIRVIEW HEALTH SERVICES,1951213057,78.0,How well clinicians communicate.,,2015
FAIRVIEW HEALTH SERVICES,1951213057,74.0,Patients' rating of clinicians.,,2015
FAIRVIEW HEALTH SERVICES,1951213057,62.0,Health promotion and education.,,2015
FAIRVIEW HEALTH SERVICES,1951213057,80.0,Courteous and helpful office staff.,,2015
FAIRVIEW HEALTH SERVICES,1951213057,75.0,Clinicians working together for your care.,,2015
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION,1951213107,61.0,"Getting timely care, appointments, and information.",,2015
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION,1951213107,56.0,Between visit communication.,,2015
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION,1951213107,28.0,Attention to patient medication cost.,,2015
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION,1951213107,81.0,How well clinicians communicate.,,2015
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION,1951213107,81.0,Patients' rating of clinicians.,,2015
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION,1951213107,62.0,Health promotion and education.,,2015
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION,1951213107,82.0,Courteous and helpful office staff.,,2015
UNIVERSITY OF ALABAMA HEALTH SERVICES FOUNDATION,1951213107,75.0,Clinicians working together for your care.,,2015
REGIONAL WEST PHYSICIANS CLINIC,2062301609,41.0,"Getting timely care, appointments, and information.",,2015
REGIONAL WEST PHYSICIANS CLINIC,2062301609,47.0,Between visit communication.,,2015
REGIONAL WEST PHYSICIANS CLINIC,2062301609,25.0,Attention to patient medication cost.,,2015
REGIONAL WEST PHYSICIANS CLINIC,2062301609,76.0,How well clinicians communicate.,,2015
REGIONAL WEST PHYSICIANS CLINIC,2062301609,74.0,Patients' rating of clinicians.,,2015
REGIONAL WEST PHYSICIANS CLINIC,2062301609,49.0,Health promotion and education.,,2015
REGIONAL WEST PHYSICIANS CLINIC,2062301609,77.0,Courteous and helpful office staff.,,2015
REGIONAL WEST PHYSICIANS CLINIC,2062301609,68.0,Clinicians working together for your care.,,2015
TEMPLE PHYSICIANS INC,2062317233,63.0,"Getting timely care, appointments, and information.",,2015
TEMPLE PHYSICIANS INC,2062317233,56.0,Between visit communication.,,2015
TEMPLE PHYSICIANS INC,2062317233,23.0,Attention to patient medication cost.,,2015
TEMPLE PHYSICIANS INC,2062317233,84.0,How well clinicians communicate.,,2015
TEMPLE PHYSICIANS INC,2062317233,86.0,Patients' rating of clinicians.,,2015
TEMPLE PHYSICIANS INC,2062317233,64.0,Health promotion and education.,,2015
TEMPLE PHYSICIANS INC,2062317233,75.0,Courteous and helpful office staff.,,2015
TEMPLE PHYSICIANS INC,2062317233,74.0,Clinicians working together for your care.,,2015
UPMC COMMUNITY MEDICINE INC,2062318975,66.0,"Getting timely care, appointments, and information.",,2015
UPMC COMMUNITY MEDICINE INC,2062318975,57.0,Between visit communication.,,2015
UPMC COMMUNITY MEDICINE INC,2062318975,22.0,Attention to patient medication cost.,,2015
UPMC COMMUNITY MEDICINE INC,2062318975,83.0,How well clinicians communicate.,,2015
UPMC COMMUNITY MEDICINE INC,2062318975,84.0,Patients' rating of clinicians.,,2015
UPMC COMMUNITY MEDICINE INC,2062318975,57.0,Health promotion and education.,,2015
UPMC COMMUNITY MEDICINE INC,2062318975,86.0,Courteous and helpful office staff.,,2015
UPMC COMMUNITY MEDICINE INC,2062318975,78.0,Clinicians working together for your care.,,2015
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,56.0,"Getting timely care, appointments, and information.",,2015
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,52.0,Between visit communication.,,2015
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,23.0,Attention to patient medication cost.,,2015
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,80.0,How well clinicians communicate.,,2015
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,77.0,Patients' rating of clinicians.,,2015
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,60.0,Health promotion and education.,,2015
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,71.0,Courteous and helpful office staff.,,2015
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,70.0,Clinicians working together for your care.,,2015
"SUMMIT MEDICAL GROUP, INC",2163326240,67.0,"Getting timely care, appointments, and information.",,2015
"SUMMIT MEDICAL GROUP, INC",2163326240,58.0,Between visit communication.,,2015
"SUMMIT MEDICAL GROUP, INC",2163326240,28.0,Attention to patient medication cost.,,2015
"SUMMIT MEDICAL GROUP, INC",2163326240,84.0,How well clinicians communicate.,,2015
"SUMMIT MEDICAL GROUP, INC",2163326240,84.0,Patients' rating of clinicians.,,2015
"SUMMIT MEDICAL GROUP, INC",2163326240,54.0,Health promotion and education.,,2015
"SUMMIT MEDICAL GROUP, INC",2163326240,83.0,Courteous and helpful office staff.,,2015
"SUMMIT MEDICAL GROUP, INC",2163326240,78.0,Clinicians working together for your care.,,2015
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,62.0,"Getting timely care, appointments, and information.",,2015
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,54.0,Between visit communication.,,2015
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,25.0,Attention to patient medication cost.,,2015
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,83.0,How well clinicians communicate.,,2015
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,83.0,Patients' rating of clinicians.,,2015
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,66.0,Health promotion and education.,,2015
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,88.0,Courteous and helpful office staff.,,2015
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,80.0,Clinicians working together for your care.,,2015
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,63.0,"Getting timely care, appointments, and information.",,2015
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,58.0,Between visit communication.,,2015
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,27.0,Attention to patient medication cost.,,2015
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,84.0,How well clinicians communicate.,,2015
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,85.0,Patients' rating of clinicians.,,2015
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,55.0,Health promotion and education.,,2015
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,78.0,Courteous and helpful office staff.,,2015
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,76.0,Clinicians working together for your care.,,2015
PARKVIEW HEALTH SYSTEM INC,2163336967,55.0,"Getting timely care, appointments, and information.",,2015
PARKVIEW HEALTH SYSTEM INC,2163336967,52.0,Between visit communication.,,2015
PARKVIEW HEALTH SYSTEM INC,2163336967,30.0,Attention to patient medication cost.,,2015
PARKVIEW HEALTH SYSTEM INC,2163336967,82.0,How well clinicians communicate.,,2015
PARKVIEW HEALTH SYSTEM INC,2163336967,81.0,Patients' rating of clinicians.,,2015
PARKVIEW HEALTH SYSTEM INC,2163336967,53.0,Health promotion and education.,,2015
PARKVIEW HEALTH SYSTEM INC,2163336967,84.0,Courteous and helpful office staff.,,2015
PARKVIEW HEALTH SYSTEM INC,2163336967,75.0,Clinicians working together for your care.,,2015
UNITED REGIONAL PHYSICIAN GROUP,2163417478,56.0,"Getting timely care, appointments, and information.",,2015
UNITED REGIONAL PHYSICIAN GROUP,2163417478,57.0,Between visit communication.,,2015
UNITED REGIONAL PHYSICIAN GROUP,2163417478,29.0,Attention to patient medication cost.,,2015
UNITED REGIONAL PHYSICIAN GROUP,2163417478,83.0,How well clinicians communicate.,,2015
UNITED REGIONAL PHYSICIAN GROUP,2163417478,83.0,Patients' rating of clinicians.,,2015
UNITED REGIONAL PHYSICIAN GROUP,2163417478,63.0,Health promotion and education.,,2015
UNITED REGIONAL PHYSICIAN GROUP,2163417478,84.0,Courteous and helpful office staff.,,2015
UNITED REGIONAL PHYSICIAN GROUP,2163417478,76.0,Clinicians working together for your care.,,2015
THE VILLAGES HEALTH SYSTEM LLC,2163667288,67.0,"Getting timely care, appointments, and information.",,2015
THE VILLAGES HEALTH SYSTEM LLC,2163667288,63.0,Between visit communication.,,2015
THE VILLAGES HEALTH SYSTEM LLC,2163667288,25.0,Attention to patient medication cost.,,2015
THE VILLAGES HEALTH SYSTEM LLC,2163667288,80.0,How well clinicians communicate.,,2015
THE VILLAGES HEALTH SYSTEM LLC,2163667288,76.0,Patients' rating of clinicians.,,2015
THE VILLAGES HEALTH SYSTEM LLC,2163667288,64.0,Health promotion and education.,,2015
THE VILLAGES HEALTH SYSTEM LLC,2163667288,88.0,Courteous and helpful office staff.,,2015
THE VILLAGES HEALTH SYSTEM LLC,2163667288,75.0,Clinicians working together for your care.,,2015
HENRY FORD WYANDOTTE HOSPITAL,2264334499,62.0,"Getting timely care, appointments, and information.",,2015
HENRY FORD WYANDOTTE HOSPITAL,2264334499,53.0,Between visit communication.,,2015
HENRY FORD WYANDOTTE HOSPITAL,2264334499,26.0,Attention to patient medication cost.,,2015
HENRY FORD WYANDOTTE HOSPITAL,2264334499,81.0,How well clinicians communicate.,,2015
HENRY FORD WYANDOTTE HOSPITAL,2264334499,80.0,Patients' rating of clinicians.,,2015
HENRY FORD WYANDOTTE HOSPITAL,2264334499,51.0,Health promotion and education.,,2015
HENRY FORD WYANDOTTE HOSPITAL,2264334499,79.0,Courteous and helpful office staff.,,2015
HENRY FORD WYANDOTTE HOSPITAL,2264334499,74.0,Clinicians working together for your care.,,2015
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,62.0,"Getting timely care, appointments, and information.",,2015
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,56.0,Between visit communication.,,2015
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,26.0,Attention to patient medication cost.,,2015
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,83.0,How well clinicians communicate.,,2015
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,81.0,Patients' rating of clinicians.,,2015
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,62.0,Health promotion and education.,,2015
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,81.0,Courteous and helpful office staff.,,2015
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,77.0,Clinicians working together for your care.,,2015
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,52.0,"Getting timely care, appointments, and information.",,2015
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,60.0,Between visit communication.,,2015
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,32.0,Attention to patient medication cost.,,2015
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,82.0,How well clinicians communicate.,,2015
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,83.0,Patients' rating of clinicians.,,2015
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,58.0,Health promotion and education.,,2015
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,78.0,Courteous and helpful office staff.,,2015
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,74.0,Clinicians working together for your care.,,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,61.0,"Getting timely care, appointments, and information.",,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,67.0,Between visit communication.,,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,36.0,Attention to patient medication cost.,,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,86.0,How well clinicians communicate.,,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,87.0,Patients' rating of clinicians.,,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,61.0,Health promotion and education.,,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,84.0,Courteous and helpful office staff.,,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,77.0,Clinicians working together for your care.,,2015
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,56.0,"Getting timely care, appointments, and information.",,2015
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,56.0,Between visit communication.,,2015
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,24.0,Attention to patient medication cost.,,2015
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,83.0,How well clinicians communicate.,,2015
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,82.0,Patients' rating of clinicians.,,2015
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,57.0,Health promotion and education.,,2015
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,83.0,Courteous and helpful office staff.,,2015
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,75.0,Clinicians working together for your care.,,2015
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,63.0,"Getting timely care, appointments, and information.",,2015
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,,Between visit communication.,,2015
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,,Attention to patient medication cost.,,2015
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,83.0,How well clinicians communicate.,,2015
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,80.0,Patients' rating of clinicians.,,2015
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,,Health promotion and education.,,2015
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,80.0,Courteous and helpful office staff.,,2015
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,,Clinicians working together for your care.,,2015
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,62.0,"Getting timely care, appointments, and information.",,2015
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,52.0,Between visit communication.,,2015
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,21.0,Attention to patient medication cost.,,2015
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,85.0,How well clinicians communicate.,,2015
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,83.0,Patients' rating of clinicians.,,2015
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,70.0,Health promotion and education.,,2015
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,80.0,Courteous and helpful office staff.,,2015
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,77.0,Clinicians working together for your care.,,2015
MEMORIAL HOSPITAL AT GULFPORT,2466524012,65.0,"Getting timely care, appointments, and information.",,2015
MEMORIAL HOSPITAL AT GULFPORT,2466524012,57.0,Between visit communication.,,2015
