Group Name,Group PAC ID,State,Measure Title,Measure Performance Rate,Year
MAYO CLINIC - FLORIDA,5698689297,FL,Between visit communication.,70.0,2016
MAYO CLINIC - FLORIDA,5698689297,FL,Attention to patient medicine cost.,25.0,2016
MAYO CLINIC - FLORIDA,5698689297,FL,How well clinicians communicate.,86.0,2016
MAYO CLINIC - FLORIDA,5698689297,FL,Patients' rating of clinicians.,85.0,2016
MAYO CLINIC - FLORIDA,5698689297,FL,Health promotion and education.,62.0,2016
MAYO CLINIC - FLORIDA,5698689297,FL,Courteous and helpful office staff.,87.0,2016
MAYO CLINIC - FLORIDA,5698689297,FL,Clinicians working together for your care.,79.0,2016
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,"Getting timely care, appointments, and information.",58.0,2016
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,Between visit communication.,43.0,2016
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,Attention to patient medicine cost.,26.0,2016
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,How well clinicians communicate.,82.0,2016
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,Patients' rating of clinicians.,82.0,2016
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,Health promotion and education.,57.0,2016
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,Courteous and helpful office staff.,84.0,2016
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,Clinicians working together for your care.,75.0,2016
SOLUTIONS PRACTICE MANAGEMENT,5698840775,OK,"Getting timely care, appointments, and information.",55.0,2016
SOLUTIONS PRACTICE MANAGEMENT,5698840775,OK,Between visit communication.,66.0,2016
SOLUTIONS PRACTICE MANAGEMENT,5698840775,OK,Attention to patient medicine cost.,27.0,2016
SOLUTIONS PRACTICE MANAGEMENT,5698840775,OK,How well clinicians communicate.,86.0,2016
SOLUTIONS PRACTICE MANAGEMENT,5698840775,OK,Patients' rating of clinicians.,82.0,2016
SOLUTIONS PRACTICE MANAGEMENT,5698840775,OK,Health promotion and education.,58.0,2016
SOLUTIONS PRACTICE MANAGEMENT,5698840775,OK,Courteous and helpful office staff.,78.0,2016
SOLUTIONS PRACTICE MANAGEMENT,5698840775,OK,Clinicians working together for your care.,79.0,2016
WHEELING HOSPITAL INC,5799689493,WV,"Getting timely care, appointments, and information.",60.0,2016
WHEELING HOSPITAL INC,5799689493,WV,Between visit communication.,47.0,2016
WHEELING HOSPITAL INC,5799689493,WV,Attention to patient medicine cost.,35.0,2016
WHEELING HOSPITAL INC,5799689493,WV,How well clinicians communicate.,81.0,2016
WHEELING HOSPITAL INC,5799689493,WV,Patients' rating of clinicians.,78.0,2016
WHEELING HOSPITAL INC,5799689493,WV,Health promotion and education.,62.0,2016
WHEELING HOSPITAL INC,5799689493,WV,Courteous and helpful office staff.,83.0,2016
WHEELING HOSPITAL INC,5799689493,WV,Clinicians working together for your care.,75.0,2016
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,WI,"Getting timely care, appointments, and information.",66.0,2016
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,WI,Between visit communication.,68.0,2016
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,WI,Attention to patient medicine cost.,24.0,2016
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,WI,How well clinicians communicate.,85.0,2016
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,WI,Patients' rating of clinicians.,85.0,2016
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,WI,Health promotion and education.,57.0,2016
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,WI,Courteous and helpful office staff.,87.0,2016
ST VINCENT HOSPITAL-HOSPITAL SISTERS-THIRD ORDER OF ST FRANCIS,5799694675,WI,Clinicians working together for your care.,80.0,2016
SWEDISHAMERICAN HOSPITAL,5799698346,IL,"Getting timely care, appointments, and information.",54.0,2016
SWEDISHAMERICAN HOSPITAL,5799698346,IL,Between visit communication.,55.0,2016
SWEDISHAMERICAN HOSPITAL,5799698346,IL,Attention to patient medicine cost.,22.0,2016
SWEDISHAMERICAN HOSPITAL,5799698346,IL,How well clinicians communicate.,82.0,2016
SWEDISHAMERICAN HOSPITAL,5799698346,IL,Patients' rating of clinicians.,81.0,2016
SWEDISHAMERICAN HOSPITAL,5799698346,IL,Health promotion and education.,62.0,2016
SWEDISHAMERICAN HOSPITAL,5799698346,IL,Courteous and helpful office staff.,86.0,2016
SWEDISHAMERICAN HOSPITAL,5799698346,IL,Clinicians working together for your care.,78.0,2016
UNIVERSITY OF ROCHESTER,5799699088,NY,"Getting timely care, appointments, and information.",70.0,2016
UNIVERSITY OF ROCHESTER,5799699088,NY,Between visit communication.,49.0,2016
UNIVERSITY OF ROCHESTER,5799699088,NY,Attention to patient medicine cost.,25.0,2016
UNIVERSITY OF ROCHESTER,5799699088,NY,How well clinicians communicate.,85.0,2016
UNIVERSITY OF ROCHESTER,5799699088,NY,Patients' rating of clinicians.,84.0,2016
UNIVERSITY OF ROCHESTER,5799699088,NY,Health promotion and education.,67.0,2016
UNIVERSITY OF ROCHESTER,5799699088,NY,Courteous and helpful office staff.,87.0,2016
UNIVERSITY OF ROCHESTER,5799699088,NY,Clinicians working together for your care.,77.0,2016
SLOCUM DICKSON MEDICAL GROUP PLLC,5799778510,NY,"Getting timely care, appointments, and information.",59.0,2016
SLOCUM DICKSON MEDICAL GROUP PLLC,5799778510,NY,Between visit communication.,46.0,2016
SLOCUM DICKSON MEDICAL GROUP PLLC,5799778510,NY,Attention to patient medicine cost.,19.0,2016
SLOCUM DICKSON MEDICAL GROUP PLLC,5799778510,NY,How well clinicians communicate.,79.0,2016
SLOCUM DICKSON MEDICAL GROUP PLLC,5799778510,NY,Patients' rating of clinicians.,77.0,2016
SLOCUM DICKSON MEDICAL GROUP PLLC,5799778510,NY,Health promotion and education.,57.0,2016
SLOCUM DICKSON MEDICAL GROUP PLLC,5799778510,NY,Courteous and helpful office staff.,86.0,2016
SLOCUM DICKSON MEDICAL GROUP PLLC,5799778510,NY,Clinicians working together for your care.,70.0,2016
REGIONAL SERVICES,5799787784,MO,"Getting timely care, appointments, and information.",62.0,2016
REGIONAL SERVICES,5799787784,MO,Between visit communication.,53.0,2016
REGIONAL SERVICES,5799787784,MO,Attention to patient medicine cost.,27.0,2016
REGIONAL SERVICES,5799787784,MO,How well clinicians communicate.,83.0,2016
REGIONAL SERVICES,5799787784,MO,Patients' rating of clinicians.,80.0,2016
REGIONAL SERVICES,5799787784,MO,Health promotion and education.,59.0,2016
REGIONAL SERVICES,5799787784,MO,Courteous and helpful office staff.,83.0,2016
REGIONAL SERVICES,5799787784,MO,Clinicians working together for your care.,79.0,2016
"COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",5890604722,WI,"Getting timely care, appointments, and information.",61.0,2016
"COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",5890604722,WI,Between visit communication.,57.0,2016
"COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",5890604722,WI,Attention to patient medicine cost.,24.0,2016
"COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",5890604722,WI,How well clinicians communicate.,82.0,2016
"COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",5890604722,WI,Patients' rating of clinicians.,80.0,2016
"COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",5890604722,WI,Health promotion and education.,62.0,2016
"COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",5890604722,WI,Courteous and helpful office staff.,79.0,2016
"COLUMBIA ST. MARY'S HOSPITAL MILWAUKEE, INC",5890604722,WI,Clinicians working together for your care.,76.0,2016
HOLZER CLINIC LLC,5890606008,OH,"Getting timely care, appointments, and information.",56.0,2016
HOLZER CLINIC LLC,5890606008,OH,Between visit communication.,52.0,2016
HOLZER CLINIC LLC,5890606008,OH,Attention to patient medicine cost.,27.0,2016
HOLZER CLINIC LLC,5890606008,OH,How well clinicians communicate.,84.0,2016
HOLZER CLINIC LLC,5890606008,OH,Patients' rating of clinicians.,81.0,2016
HOLZER CLINIC LLC,5890606008,OH,Health promotion and education.,63.0,2016
HOLZER CLINIC LLC,5890606008,OH,Courteous and helpful office staff.,82.0,2016
HOLZER CLINIC LLC,5890606008,OH,Clinicians working together for your care.,77.0,2016
EISENHOWER MEDICAL CENTER,5890689657,CA,"Getting timely care, appointments, and information.",60.0,2016
EISENHOWER MEDICAL CENTER,5890689657,CA,Between visit communication.,56.0,2016
EISENHOWER MEDICAL CENTER,5890689657,CA,Attention to patient medicine cost.,27.0,2016
EISENHOWER MEDICAL CENTER,5890689657,CA,How well clinicians communicate.,83.0,2016
EISENHOWER MEDICAL CENTER,5890689657,CA,Patients' rating of clinicians.,84.0,2016
EISENHOWER MEDICAL CENTER,5890689657,CA,Health promotion and education.,65.0,2016
EISENHOWER MEDICAL CENTER,5890689657,CA,Courteous and helpful office staff.,81.0,2016
EISENHOWER MEDICAL CENTER,5890689657,CA,Clinicians working together for your care.,72.0,2016
MOUNT SINAI COMMUNITY FOUNDATION,5991600405,IL,"Getting timely care, appointments, and information.",55.0,2016
MOUNT SINAI COMMUNITY FOUNDATION,5991600405,IL,Between visit communication.,66.0,2016
MOUNT SINAI COMMUNITY FOUNDATION,5991600405,IL,Attention to patient medicine cost.,,2016
MOUNT SINAI COMMUNITY FOUNDATION,5991600405,IL,How well clinicians communicate.,,2016
MOUNT SINAI COMMUNITY FOUNDATION,5991600405,IL,Patients' rating of clinicians.,,2016
MOUNT SINAI COMMUNITY FOUNDATION,5991600405,IL,Health promotion and education.,66.0,2016
MOUNT SINAI COMMUNITY FOUNDATION,5991600405,IL,Courteous and helpful office staff.,,2016
MOUNT SINAI COMMUNITY FOUNDATION,5991600405,IL,Clinicians working together for your care.,70.0,2016
PROVIDENCE MEDICAL INSTITUTE,5991609737,CA,"Getting timely care, appointments, and information.",59.0,2016
PROVIDENCE MEDICAL INSTITUTE,5991609737,CA,Between visit communication.,54.0,2016
PROVIDENCE MEDICAL INSTITUTE,5991609737,CA,Attention to patient medicine cost.,23.0,2016
PROVIDENCE MEDICAL INSTITUTE,5991609737,CA,How well clinicians communicate.,84.0,2016
PROVIDENCE MEDICAL INSTITUTE,5991609737,CA,Patients' rating of clinicians.,85.0,2016
PROVIDENCE MEDICAL INSTITUTE,5991609737,CA,Health promotion and education.,60.0,2016
PROVIDENCE MEDICAL INSTITUTE,5991609737,CA,Courteous and helpful office staff.,77.0,2016
PROVIDENCE MEDICAL INSTITUTE,5991609737,CA,Clinicians working together for your care.,76.0,2016
MARTINS POINT HEALTHCARE,5991776635,ME,"Getting timely care, appointments, and information.",66.0,2016
MARTINS POINT HEALTHCARE,5991776635,ME,Between visit communication.,60.0,2016
MARTINS POINT HEALTHCARE,5991776635,ME,Attention to patient medicine cost.,25.0,2016
MARTINS POINT HEALTHCARE,5991776635,ME,How well clinicians communicate.,81.0,2016
MARTINS POINT HEALTHCARE,5991776635,ME,Patients' rating of clinicians.,78.0,2016
MARTINS POINT HEALTHCARE,5991776635,ME,Health promotion and education.,60.0,2016
MARTINS POINT HEALTHCARE,5991776635,ME,Courteous and helpful office staff.,83.0,2016
MARTINS POINT HEALTHCARE,5991776635,ME,Clinicians working together for your care.,77.0,2016
MARTHA JEFFERSON MEDICAL GROUP LLC,5991889081,VA,"Getting timely care, appointments, and information.",62.0,2016
MARTHA JEFFERSON MEDICAL GROUP LLC,5991889081,VA,Between visit communication.,57.0,2016
MARTHA JEFFERSON MEDICAL GROUP LLC,5991889081,VA,Attention to patient medicine cost.,32.0,2016
MARTHA JEFFERSON MEDICAL GROUP LLC,5991889081,VA,How well clinicians communicate.,86.0,2016
MARTHA JEFFERSON MEDICAL GROUP LLC,5991889081,VA,Patients' rating of clinicians.,84.0,2016
MARTHA JEFFERSON MEDICAL GROUP LLC,5991889081,VA,Health promotion and education.,60.0,2016
MARTHA JEFFERSON MEDICAL GROUP LLC,5991889081,VA,Courteous and helpful office staff.,83.0,2016
MARTHA JEFFERSON MEDICAL GROUP LLC,5991889081,VA,Clinicians working together for your care.,79.0,2016
"LAKE HOSPITAL SYSTEM, INC.",6002713922,OH,"Getting timely care, appointments, and information.",,2016
"LAKE HOSPITAL SYSTEM, INC.",6002713922,OH,Between visit communication.,61.0,2016
"LAKE HOSPITAL SYSTEM, INC.",6002713922,OH,Attention to patient medicine cost.,30.0,2016
"LAKE HOSPITAL SYSTEM, INC.",6002713922,OH,How well clinicians communicate.,86.0,2016
"LAKE HOSPITAL SYSTEM, INC.",6002713922,OH,Patients' rating of clinicians.,81.0,2016
"LAKE HOSPITAL SYSTEM, INC.",6002713922,OH,Health promotion and education.,64.0,2016
"LAKE HOSPITAL SYSTEM, INC.",6002713922,OH,Courteous and helpful office staff.,88.0,2016
"LAKE HOSPITAL SYSTEM, INC.",6002713922,OH,Clinicians working together for your care.,76.0,2016
UNMC PHYSICIANS,6002728391,NE,"Getting timely care, appointments, and information.",58.0,2016
UNMC PHYSICIANS,6002728391,NE,Between visit communication.,58.0,2016
UNMC PHYSICIANS,6002728391,NE,Attention to patient medicine cost.,25.0,2016
UNMC PHYSICIANS,6002728391,NE,How well clinicians communicate.,83.0,2016
UNMC PHYSICIANS,6002728391,NE,Patients' rating of clinicians.,82.0,2016
UNMC PHYSICIANS,6002728391,NE,Health promotion and education.,62.0,2016
UNMC PHYSICIANS,6002728391,NE,Courteous and helpful office staff.,84.0,2016
UNMC PHYSICIANS,6002728391,NE,Clinicians working together for your care.,75.0,2016
GUTHRIE MEDICAL GROUP PC,6002728656,PA,"Getting timely care, appointments, and information.",58.0,2016
GUTHRIE MEDICAL GROUP PC,6002728656,PA,Between visit communication.,51.0,2016
GUTHRIE MEDICAL GROUP PC,6002728656,PA,Attention to patient medicine cost.,22.0,2016
GUTHRIE MEDICAL GROUP PC,6002728656,PA,How well clinicians communicate.,83.0,2016
GUTHRIE MEDICAL GROUP PC,6002728656,PA,Patients' rating of clinicians.,82.0,2016
GUTHRIE MEDICAL GROUP PC,6002728656,PA,Health promotion and education.,55.0,2016
GUTHRIE MEDICAL GROUP PC,6002728656,PA,Courteous and helpful office staff.,85.0,2016
GUTHRIE MEDICAL GROUP PC,6002728656,PA,Clinicians working together for your care.,77.0,2016
PIEDMONT MEDICAL CARE CORPORATION,6002802220,GA,"Getting timely care, appointments, and information.",59.0,2016
PIEDMONT MEDICAL CARE CORPORATION,6002802220,GA,Between visit communication.,58.0,2016
PIEDMONT MEDICAL CARE CORPORATION,6002802220,GA,Attention to patient medicine cost.,26.0,2016
PIEDMONT MEDICAL CARE CORPORATION,6002802220,GA,How well clinicians communicate.,82.0,2016
PIEDMONT MEDICAL CARE CORPORATION,6002802220,GA,Patients' rating of clinicians.,82.0,2016
PIEDMONT MEDICAL CARE CORPORATION,6002802220,GA,Health promotion and education.,62.0,2016
PIEDMONT MEDICAL CARE CORPORATION,6002802220,GA,Courteous and helpful office staff.,82.0,2016
PIEDMONT MEDICAL CARE CORPORATION,6002802220,GA,Clinicians working together for your care.,77.0,2016
"ILLINOIS BONE AND JOINT INSTITUTE, LLC",6002814878,IL,"Getting timely care, appointments, and information.",51.0,2016
"ILLINOIS BONE AND JOINT INSTITUTE, LLC",6002814878,IL,Between visit communication.,44.0,2016
"ILLINOIS BONE AND JOINT INSTITUTE, LLC",6002814878,IL,Attention to patient medicine cost.,23.0,2016
"ILLINOIS BONE AND JOINT INSTITUTE, LLC",6002814878,IL,How well clinicians communicate.,77.0,2016
"ILLINOIS BONE AND JOINT INSTITUTE, LLC",6002814878,IL,Patients' rating of clinicians.,74.0,2016
"ILLINOIS BONE AND JOINT INSTITUTE, LLC",6002814878,IL,Health promotion and education.,55.0,2016
"ILLINOIS BONE AND JOINT INSTITUTE, LLC",6002814878,IL,Courteous and helpful office staff.,78.0,2016
"ILLINOIS BONE AND JOINT INSTITUTE, LLC",6002814878,IL,Clinicians working together for your care.,69.0,2016
"HORIZON MEDICAL GROUP, P.C.",6103715529,NY,"Getting timely care, appointments, and information.",63.0,2016
"HORIZON MEDICAL GROUP, P.C.",6103715529,NY,Between visit communication.,60.0,2016
"HORIZON MEDICAL GROUP, P.C.",6103715529,NY,Attention to patient medicine cost.,26.0,2016
"HORIZON MEDICAL GROUP, P.C.",6103715529,NY,How well clinicians communicate.,87.0,2016
"HORIZON MEDICAL GROUP, P.C.",6103715529,NY,Patients' rating of clinicians.,83.0,2016
"HORIZON MEDICAL GROUP, P.C.",6103715529,NY,Health promotion and education.,65.0,2016
"HORIZON MEDICAL GROUP, P.C.",6103715529,NY,Courteous and helpful office staff.,83.0,2016
"HORIZON MEDICAL GROUP, P.C.",6103715529,NY,Clinicians working together for your care.,78.0,2016
CGH MEDICAL CENTER,6103723267,IL,"Getting timely care, appointments, and information.",62.0,2016
CGH MEDICAL CENTER,6103723267,IL,Between visit communication.,62.0,2016
CGH MEDICAL CENTER,6103723267,IL,Attention to patient medicine cost.,32.0,2016
CGH MEDICAL CENTER,6103723267,IL,How well clinicians communicate.,83.0,2016
CGH MEDICAL CENTER,6103723267,IL,Patients' rating of clinicians.,79.0,2016
CGH MEDICAL CENTER,6103723267,IL,Health promotion and education.,56.0,2016
CGH MEDICAL CENTER,6103723267,IL,Courteous and helpful office staff.,86.0,2016
CGH MEDICAL CENTER,6103723267,IL,Clinicians working together for your care.,75.0,2016
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,FL,"Getting timely care, appointments, and information.",60.0,2016
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,FL,Between visit communication.,57.0,2016
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,FL,Attention to patient medicine cost.,30.0,2016
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,FL,How well clinicians communicate.,82.0,2016
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,FL,Patients' rating of clinicians.,81.0,2016
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,FL,Health promotion and education.,72.0,2016
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,FL,Courteous and helpful office staff.,80.0,2016
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,FL,Clinicians working together for your care.,76.0,2016
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,NV,"Getting timely care, appointments, and information.",31.0,2016
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,NV,Between visit communication.,,2016
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,NV,Attention to patient medicine cost.,19.0,2016
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,NV,How well clinicians communicate.,,2016
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,NV,Patients' rating of clinicians.,,2016
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,NV,Health promotion and education.,53.0,2016
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,NV,Courteous and helpful office staff.,,2016
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,NV,Clinicians working together for your care.,,2016
MERCY HOSPITAL,6103737812,ME,"Getting timely care, appointments, and information.",55.0,2016
MERCY HOSPITAL,6103737812,ME,Between visit communication.,52.0,2016
MERCY HOSPITAL,6103737812,ME,Attention to patient medicine cost.,21.0,2016
MERCY HOSPITAL,6103737812,ME,How well clinicians communicate.,78.0,2016
MERCY HOSPITAL,6103737812,ME,Patients' rating of clinicians.,78.0,2016
MERCY HOSPITAL,6103737812,ME,Health promotion and education.,63.0,2016
MERCY HOSPITAL,6103737812,ME,Courteous and helpful office staff.,81.0,2016
MERCY HOSPITAL,6103737812,ME,Clinicians working together for your care.,73.0,2016
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,6204002272,AZ,"Getting timely care, appointments, and information.",59.0,2016
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,6204002272,AZ,Between visit communication.,42.0,2016
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,6204002272,AZ,Attention to patient medicine cost.,19.0,2016
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,6204002272,AZ,How well clinicians communicate.,76.0,2016
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,6204002272,AZ,Patients' rating of clinicians.,69.0,2016
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,6204002272,AZ,Health promotion and education.,59.0,2016
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,6204002272,AZ,Courteous and helpful office staff.,73.0,2016
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,6204002272,AZ,Clinicians working together for your care.,64.0,2016
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,"Getting timely care, appointments, and information.",59.0,2016
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,Between visit communication.,46.0,2016
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,Attention to patient medicine cost.,25.0,2016
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,How well clinicians communicate.,85.0,2016
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,Patients' rating of clinicians.,83.0,2016
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,Health promotion and education.,69.0,2016
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,Courteous and helpful office staff.,82.0,2016
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,Clinicians working together for your care.,76.0,2016
DECATUR MEMORIAL HOSPITAL,6204731144,IL,"Getting timely care, appointments, and information.",62.0,2016
DECATUR MEMORIAL HOSPITAL,6204731144,IL,Between visit communication.,64.0,2016
DECATUR MEMORIAL HOSPITAL,6204731144,IL,Attention to patient medicine cost.,32.0,2016
DECATUR MEMORIAL HOSPITAL,6204731144,IL,How well clinicians communicate.,80.0,2016
DECATUR MEMORIAL HOSPITAL,6204731144,IL,Patients' rating of clinicians.,74.0,2016
DECATUR MEMORIAL HOSPITAL,6204731144,IL,Health promotion and education.,61.0,2016
DECATUR MEMORIAL HOSPITAL,6204731144,IL,Courteous and helpful office staff.,82.0,2016
DECATUR MEMORIAL HOSPITAL,6204731144,IL,Clinicians working together for your care.,73.0,2016
"DOCTORS CARE, PA",6204731300,SC,"Getting timely care, appointments, and information.",62.0,2016
"DOCTORS CARE, PA",6204731300,SC,Between visit communication.,,2016
"DOCTORS CARE, PA",6204731300,SC,Attention to patient medicine cost.,30.0,2016
"DOCTORS CARE, PA",6204731300,SC,How well clinicians communicate.,79.0,2016
"DOCTORS CARE, PA",6204731300,SC,Patients' rating of clinicians.,75.0,2016
"DOCTORS CARE, PA",6204731300,SC,Health promotion and education.,49.0,2016
"DOCTORS CARE, PA",6204731300,SC,Courteous and helpful office staff.,79.0,2016
"DOCTORS CARE, PA",6204731300,SC,Clinicians working together for your care.,73.0,2016
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,PA,"Getting timely care, appointments, and information.",71.0,2016
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,PA,Between visit communication.,58.0,2016
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,PA,Attention to patient medicine cost.,30.0,2016
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,PA,How well clinicians communicate.,87.0,2016
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,PA,Patients' rating of clinicians.,86.0,2016
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,PA,Health promotion and education.,65.0,2016
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,PA,Courteous and helpful office staff.,87.0,2016
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,PA,Clinicians working together for your care.,77.0,2016
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,OH,"Getting timely care, appointments, and information.",56.0,2016
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,OH,Between visit communication.,63.0,2016
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,OH,Attention to patient medicine cost.,25.0,2016
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,OH,How well clinicians communicate.,73.0,2016
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,OH,Patients' rating of clinicians.,74.0,2016
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,OH,Health promotion and education.,56.0,2016
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,OH,Courteous and helpful office staff.,82.0,2016
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,OH,Clinicians working together for your care.,75.0,2016
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,"Getting timely care, appointments, and information.",54.0,2016
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,Between visit communication.,58.0,2016
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,Attention to patient medicine cost.,29.0,2016
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,How well clinicians communicate.,80.0,2016
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,Patients' rating of clinicians.,78.0,2016
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,Health promotion and education.,60.0,2016
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,Courteous and helpful office staff.,73.0,2016
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,Clinicians working together for your care.,73.0,2016
MERITAS HEALTH CORPORATION,6305748153,MO,"Getting timely care, appointments, and information.",60.0,2016
MERITAS HEALTH CORPORATION,6305748153,MO,Between visit communication.,51.0,2016
MERITAS HEALTH CORPORATION,6305748153,MO,Attention to patient medicine cost.,32.0,2016
MERITAS HEALTH CORPORATION,6305748153,MO,How well clinicians communicate.,83.0,2016
MERITAS HEALTH CORPORATION,6305748153,MO,Patients' rating of clinicians.,83.0,2016
MERITAS HEALTH CORPORATION,6305748153,MO,Health promotion and education.,58.0,2016
MERITAS HEALTH CORPORATION,6305748153,MO,Courteous and helpful office staff.,82.0,2016
MERITAS HEALTH CORPORATION,6305748153,MO,Clinicians working together for your care.,77.0,2016
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,"Getting timely care, appointments, and information.",56.0,2016
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,Between visit communication.,51.0,2016
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,Attention to patient medicine cost.,21.0,2016
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,How well clinicians communicate.,86.0,2016
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,Patients' rating of clinicians.,80.0,2016
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,Health promotion and education.,58.0,2016
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,Courteous and helpful office staff.,82.0,2016
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,Clinicians working together for your care.,75.0,2016
OHIOHEALTH CORPORATION,6305758426,OH,"Getting timely care, appointments, and information.",63.0,2016
OHIOHEALTH CORPORATION,6305758426,OH,Between visit communication.,60.0,2016
OHIOHEALTH CORPORATION,6305758426,OH,Attention to patient medicine cost.,30.0,2016
OHIOHEALTH CORPORATION,6305758426,OH,How well clinicians communicate.,86.0,2016
OHIOHEALTH CORPORATION,6305758426,OH,Patients' rating of clinicians.,86.0,2016
OHIOHEALTH CORPORATION,6305758426,OH,Health promotion and education.,58.0,2016
